"name1","name2","street1","street2","city","state","zip","zip4","county","phone","intake_prompt","intake1","intake2","website","latitude","longitude","type_facility","mh","psy","rtcc","rtca","ores","ph","omh","cmhc","msmh","ipt","cft","gt","cbt","dbt","bmt","idd","tt","at","ect","tele","smon","smpd","smop","hi","res","phdt","op","vamc","sma","osg","lmg","tbg","ih","sf","md","mc","si","pi","mi","smha","swfs","scjj","sef","osf","clf","csbg","cmhg","vaf","cit","wi","ss","pa","ah","sp","co","gl","vet","adm","mf","cj","se","hv","trma","sed","smi","alz","ptsd","tbi","tay","ped","act","icm","cm","cdm","peer","coot","dec","es","fpsy","hs","imr","ipc","lad","nrt","nsc","prs","stu","sps","semp","sh","tpc","tcc","vrs","chld","yad","adlt","snr","itu","pvtp","pvtn","fqhc","vo","sumh","ccbhc","chlor","drope","fluph","halop","loxap","perph","pimoz","proch","thiot","thior","trifl","aripi","asena","brexp","carip","cloza","ilope","luras","olanz","olanzf","palip","queti","rispe","zipra","crt","emdr","kit","tms","peon","peoff","fg","pcf","dv","pefp","hivt","shb","shc","stdt","tbs","aot","ptm","msnh","f17","f19","f25","f28","f30","f31","f35","f36","f37","f4","f42","f43","f47","f66","f67","f70","f81","f92","n13","n18","n23","n24","n40"
"Inova Loudoun Hospital","Behavioral Health","224A Cornwall Street NW","","Leesburg","VA","20176","","Loudoun","703-771-2894","","","","http://www.inova.org","39.1197653","-77.5676344","MH","1","1","","","","","","","","","","1","","","","","","1","","","1","","","1","","","","","","","","","","1","1","1","1","1","1","","1","","","","1","","1","","","","","","1","1","","","","","","","","","","","1","","","","","","","","1","","","","","1","","","","1","","1","1","","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","","","","","1","","","","","","","","","","","","","","",""
"Integrated Health Services LLC","","2 Eaton Street","Suite 1103","Hampton","VA","23669","","Hampton City","757-838-1894","","","","http://www.ihsva.com","37.0256708","-76.3412514","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","","","","","1","","","","","","","","","","","","","","","","","1","","","","","1","1","","1","","","","","","","1","","1","","","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"County of Loudoun MHSADS","Shenondoah Office","102 Heritage Way NE","Suite 302","Leesburg","VA","20177","","Loudoun","703-771-5100","","703-771-5155","","http://www.loudoun.gov","39.1143262","-77.5405219","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","","","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","","","1","","","1","1","1","","1","","1","","1","1","1","1","1","1","","","1","","1","1","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Arlington County Community Servs Board","","2120 Washington Boulevard","4th Floor","Arlington","VA","22204","","Arlington","703-228-5150","","","","http://health.arlingtonva.us/behavioral-healthcare/","38.8735526","-77.0842465","MH","1","","","","","","1","","","1","","1","1","1","1","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","","1","","","","1","1","1","1","","1","1","1","","1","1","1","","","","","1","","","","","1","","","","1","","1","","1","","1","1","1","","","","","1","","","","1","1","","","","","1","1","","1","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Hampton VAMC","Mental Health and Behavioral Services","100 Emancipation Drive","","Hampton","VA","23667","0001","Hampton City","757-722-9961 x3585","","757-722-9961 x3584","","http://","37.0164356","-76.3333604","MH","1","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","","1","1","","","","","","","","","","1","1","","","","","","","","","1","","1","","","1","1","1","1","","1","","","1","","1","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","","1","1","","1","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Fernwood Counseling Center","6999 Carrollton Pike","Suite 1","Galax","VA","24333","6341","Galax City","276-238-9700","","","276-728-9184","http://","36.7006973","-80.8508732","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","","","1","","","","","1","","1","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","","1","1","1","","1","1","1","","1","1","1","","1","","1","","1","1","1","","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","1","","1","1","1","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Center for Discovery","McLean","5949 Oakdale Road","","McLean","VA","22101","3331","Fairfax","866-862-3631","","","","http://centerfordiscoverymcleanva.com","38.9261297","-77.1388766","MH","1","","","1","","","","","","1","1","1","1","1","","","","","","","","1","","","1","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","1","","1","1","","","","","","","","","","","","","","","1","1","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Bon Secours Maryview Medical Center","Maryview Behavioral Medicine","3636 High Street","","Portsmouth","VA","23707","","Portsmouth City","757-398-2367 x2589","Intakes","757-398-2400","757-398-2200","http://bonsecours.org","36.8360332","-76.3472422","MH","1","1","","","","","","","","1","1","1","1","1","","1","","1","","","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","1","","","1","1","","","1","1","1","","","1","","1","","","","","","","","","","1","","","","","","","1","1","1","1","1","1","","1","","","1","","","1","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Portsmouth Behavioral Healthcare Servs","","1811 King Street","","Portsmouth","VA","23704","","Portsmouth City","757-393-8618","","757-393-5357","","http://www.portsmouthva.gov/149/Behavioral-Healthcare","36.833835","-76.321109","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","","","","","","","","","1","","1","1","","","","","","","1","1","","1","1","","","1","1","","","","","","1","1","1","1","1","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Sentara Norfolk General Hospital","Behavioral Health Services","600 Gresham Drive","","Norfolk","VA","23507","","Norfolk City","757-388-5481","","757-252-4673","","http://www.sentara.com","36.8623646","-76.3034482","MH","1","1","","","","","","","","1","1","1","1","","1","1","","1","1","1","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","1","","","1","1","1","1","1","1","1","1","","1","1","1","","","1","1","1","","1","","","1","1","","","","","1","","1","1","1","1","","","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Galax Office","106 Calhoun Street","","Galax","VA","24333","","Galax City","276-238-8885","","","","http://www.fpscorp.com/","36.6603153","-80.9247268","MH","1","","","","","","1","","","1","1","1","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","1","1","1","","","1","1","","1","1","","","","1","","","","","","1","","","","","","","","","1","1","","","","1","","","","","","","1","","","1","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"In Home Clinical and Casework Services","","1711 Church Street","Suite D","Norfolk","VA","23504","","Norfolk City","757-623-8985","","","757-623-8986","http://www.ihccs-inc.com","36.8634497","-76.279862","MH","1","","","","","","","1","","1","1","1","1","","","","1","1","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","1","1","1","1","1","1","1","","1","1","1","1","","1","","","","","","1","","","1","","","1","","","","","","","1","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Crisis Stabilization Center","","7464 Tidewater Drive","","Norfolk","VA","23505","","Norfolk City","757-664-6679","","757-756-5600","","http://www.norfolk.gov/NCSB","36.9110044","-76.2553797","MH","1","","","1","","","","","","1","","1","1","","","1","1","1","","","","1","","","1","","","","","","1","","","","1","","1","1","","1","","","","1","1","","","","","","1","","1","1","1","","","","","","","","1","","1","","1","","","","","","1","1","1","","1","","","","1","","","","1","","1","","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","PACT","410 West Main Street","","Wytheville","VA","24382","2207","Wythe","276-625-3300","","","","http://www.mtrogerscsb.com/","36.947966","-81.0865681","MH","1","","","","","","1","","","1","","1","1","","","","1","1","","","","1","","","","","1","","","1","","","","1","1","","","","","1","","","","","","","","","1","","1","","1","","1","","","","","","1","","1","","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Virginia Beach Boulevard Center","","3755 East Virginia Beach Boulevard","","Norfolk","VA","23502","","Norfolk City","757-664-7699","Intakes","757-756-5600","757-756-5619","http://www.norfolk.gov/NCSB","36.8548684","-76.233111","MH","1","","","","","","1","","","1","1","1","1","","","1","","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","","1","","","","1","1","","1","","1","","1","","1","1","1","","","","","1","","","","","1","","","","","","1","1","1","1","1","1","1","","","","1","1","","","1","","1","1","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Chesapeake Integrated","Behavioral Healthcare","224 Great Bridge Boulevard","","Chesapeake","VA","23320","","Chesapeake City","757-547-9334","","","","http://www.chesapeake.net","36.7355808","-76.2469162","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","1","1","","","","","","1","1","1","","1","1","","","1","","1","","","","","1","","1","1","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Southside Tidewater Office","1214 Progressive Drive","Suite 101","Chesapeake","VA","23320","","Chesapeake City","757-455-8300","","","","http://fpscorp.com/","36.765854","-76.229978","MH","1","","","","","","1","","","1","1","","1","","1","1","1","","","","","1","","","","","1","","","","","","","1","1","","1","1","1","","1","1","","","1","","","","","","1","","","","1","1","1","1","1","1","1","","1","1","1","","1","","1","","","","","","","","","","1","","","","","","","","","1","","","","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hampton VAMC","Virginia Beach CBOC","244 Clearfield Avenue","","Virginia Beach","VA","23462","1816","Virginia Beach City","757-722-9961","","","","http://","36.8458403","-76.1649239","MH","1","","","","","","","","","","","1","1","","","","","","","","","1","","","","","1","1","","","","","","","","","","1","1","","","","","","","","","1","","","","","1","1","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","1","","1","1","","1","1","","","","1","","","1","1","1","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Virginia Beach Dept of Human Services","Behavioral Health Division","297 Independence Boulevard","Pembroke 6, Suite 302","Virginia Beach","VA","23462","","Virginia Beach City","757-385-0511","Intakes","757-385-0866","757-385-0888","http://","36.8448188","-76.1416437","MH","1","","","","","","1","","","1","1","1","1","","","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","","1","","1","1","","1","","1","","1","","1","","1","","","","","","","","1","","","","1","","","","","","","","1","1","","1","","","1","","","","","","1","","","","","","1","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Lynnhaven Center","","1045 Lynnhaven Parkway","","Virginia Beach","VA","23452","","Virginia Beach City","757-385-0866","","","","http://","36.806275","-76.0803059","MH","1","","","","","1","","","","1","","1","1","1","","1","1","1","","","","1","","","","1","","","","","1","","","1","1","1","1","1","","1","","1","","1","1","1","","","1","","1","","1","","1","","","","","","","","","","1","","","","","","","","","","","1","1","1","","","","1","","1","1","1","1","1","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Grayson Youth and Family Services","108 Bedwell Street","","Independence","VA","24348","","Grayson","276-773-3515","","","","http://www.mountrogers.org","36.6195754","-81.1517284","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","","1","1","","","","","","","","","1","1","","","1","","1","","","","1","","","","","","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Virginia Beach Psychiatric Center","","1100 1st Colonial Road","","Virginia Beach","VA","23454","","Virginia Beach City","757-496-6000 x4501","Intakes","757-496-0000","757-496-4491","http://vbpcweb.com","36.8662138","-76.0285833","MH","1","1","","","","","","","","1","1","1","1","","1","1","1","1","","","1","","","1","","1","","","","","","","","1","","1","1","1","1","1","","","","1","1","","","1","1","1","","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","1","","","","","1","1","","1","1","","","","","","","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Tazewell County Satellite Office","526 West Main Street","","Tazewell","VA","24651","","Tazewell","276-988-7961","","276-964-6702","","http://www.cmcsb.com","37.1147246","-81.526185","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Mount Rogers Community Services Board","Smyth Counseling Center","1590 North Main Street","","Marion","VA","24354","","Smyth","276-783-8185","","","","http://MtRogerscsb.com","36.847439","-81.4904112","MH","1","","","","","","","1","","1","1","1","1","","","1","1","","","","","1","","","","","1","","","","1","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","1","","","","","1","1","","1","1","","","","1","","1","","","","","","","","","","","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Southwestern Virginia MH Institute","","340 Bagley Circle","","Marion","VA","24354","","Smyth","276-783-1200","","","800-289-2337 x7813","http://WWW.SWVMHI.DBHDS.VIRGINIA.GOV","36.8314598","-81.5102265","MH","1","1","","","","","","","","1","","1","1","","1","","","1","","","1","","","1","","","","","1","","","","","1","1","1","1","1","1","1","","","","","","","","","","","1","1","1","","","","","","","","1","","","","1","","","","","","","","1","1","","","1","1","1","","1","1","","1","","1","1","","1","","","1","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Cedar Bluff Office","220 Clay Drive","","Pounding Mill","VA","24637","","Tazewell","276-963-3606","","","","http://www.fpscorp.com","37.0633021","-81.7396671","MH","1","","","","","","","1","","1","1","1","1","1","1","","1","","","","","1","","","","1","1","","","","","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","","","1","1","1","1","1","","1","","1","1","1","","1","","1","1","","","","","","1","","","1","","","","","","","","","1","","","","1","","1","1","1","1","1","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Main A Office","113 Cumberland Road","","Cedar Bluff","VA","24609","","Tazewell","276-964-6702","","","","http://www.cmcsb.com/","37.0876141","-81.7590032","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","1","1","","","","1","","","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Buchanan County Satellite Office","Route 83 Slate Creek","","Grundy","VA","24614","","Buchanan","276-935-7154","","276-964-6702","","http://www.cmcsb.com","37.2856452","-82.0702976","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Highlands Community Services Board","Mental Health Outpatient Services","610 Campus Drive","Suite 100","Abingdon","VA","24210","","Washington","276-525-1550","","276-525-1550 x1553","","http://highlandscsb.org/","36.7107789","-81.9919142","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","","1","","1","1","","","","1","","","1","1","1","","1","","","","","","","","1","1","","","1","","","","","","","","","1","1","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cumberland Mountain Comm Servs Board","Lebanon Office/Russell County","160 Rogers Street","","Lebanon","VA","24266","","Russell","276-889-3785","","276-964-6702","","http://www.cmcsb.com","36.9043175","-82.0773554","MH","1","","","","","","1","","","1","","1","1","","","","1","","","1","","1","","","","","1","","","1","","","","1","1","1","","1","","1","","1","1","1","1","1","1","","1","","1","","1","","1","","","","","","","","","","","","","","","","","","1","","1","1","","1","1","","","","","","","","1","1","","","","1","","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Russell County Medical Center","Clearview Behavioral Health Center","58 Carroll Street","","Lebanon","VA","24266","","Russell","276-883-8000","","276-883-8300","","http://www.balladhealth.org/russell-county-hospital/behavioral-health","36.8987894","-82.0784537","MH","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","","","","","","","","","","1","","1","","","","","","","","1","","","","","","","","","","1","","","","","","1","","","","","1","1","","1","","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Wellmont Bristol Regional Medical Ctr","Ridgeview Pavilion","103 North Street","","Bristol","VA","24201","","Bristol","423-844-6012","","","423-844-6000","http://www.balladhealth.org/","36.5971757","-82.2164735","MH","1","1","","","","","","","","1","1","1","1","1","","","","1","","1","1","","","1","","","","","","","","","","1","1","1","1","1","1","1","","","","1","1","1","1","1","","1","","1","","","1","1","1","1","1","","1","","","","1","","1","","","","","1","1","","","","1","1","1","","1","1","","1","1","","1","1","","","","1","","","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Health Connect America","","616 Park Avenue NW","","Norton","VA","24273","1922","Norton City","276-644-7690","","","","http://www.healthconnectamerica.com","36.9345826","-82.6275906","MH","1","","","","","","1","","","1","1","1","1","1","1","1","1","1","","1","","1","","","","","1","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","1","1","1","1","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontier Health","Scott County Mental Health Center","1006 U.S. Highway 23 North","","Weber City","VA","24290","","Scott","276-225-0976","","","","http://www.frontierhealth.org/","36.6064686","-82.5665133","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","","","","1","1","1","","1","1","1","","","","1","1","","1","","1","1","1","","1","","1","","","","","","","","","1","1","","","","","","1","","1","","","","","1","1","","","","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontier Health","Wise County Behavioral Health","43 Champions Avenue","","Big Stone Gap","VA","24219","","Wise","276-523-8300","","276-534-8300","","http://www.frontierhealth.org/","36.8784637","-82.737736","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","","","","1","1","1","","1","1","1","","","","1","1","","","","1","1","1","","1","","1","","","","","","","","","1","1","","","","","","","","1","1","","1","","1","1","","1","1","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontier Health","Independence House","2532 4th Avenue East","","Big Stone Gap","VA","24219","","Wise","276-523-4357","","","","http://www.frontierhealth.org/","36.881366","-82.7476823","MH","1","","","","","","","1","","","","","","","","","","","","","1","","","","","","1","","","","","","","1","1","1","","1","","1","","","","","1","","1","","1","","1","","1","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Family Preservation Services","Duffield Regional office","109 North Main Street","","Pennington Gap","VA","24277","","Lee","276-546-3330","","","","http://www.fpscorp.com/","36.764559","-83.0315332","MH","1","","","","","","1","","","1","1","","1","","1","","1","1","","","","1","","","","","1","","","","","","","1","1","","1","1","","1","1","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Frontier Health","Lee County Behavioral Health Services","34084 Wilderness Road","","Jonesville","VA","24263","9670","Lee","276-346-3590","","","","http://frontierhealth.org","36.6877219","-83.1047709","MH","1","","","","","","","1","","1","1","1","1","1","1","1","1","","","1","1","","","","","","1","","","","","","","1","1","1","","1","1","1","","","","1","1","1","1","","1","1","1","","1","","1","","","","","","","","","1","1","","","","","","1","","1","1","","","","1","1","","","1","","","","","1","1","","","","","","1","1","1","1","","","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","",""
